duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
790,R_2Ya1kJ016DnUyj3,Mississippi,,Sunflower,,"Soy beans, corn & cotton","Catfish, corn & greens ",Rice,Strongly Agree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,,,,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,9,Trust,Neutral,Distrust,Distrust,Neutral,Neutral,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,None of the above or other,129,66,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
163,R_30uTmIDxBkXZOeZ,Arkansas,,,,Corn,Corn,Rice,Neutral,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.","Medical professionals (Doctor, Nurse, etc.)",News/Media,,,,,,,Neutral,Using insect repellent when outdoors,,,,,,,5,Neutral,Distrust,Neutral,Neutral,Distrust,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",2,Not religious,71,65,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
929,R_3ejWSDFMikVdgy7,Missouri,,,,"Corn, soybeans ",Corn,Rice,Disagree,Neutral,Neutral,,,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Neutral,Using insect repellent when outdoors,,,,,,,3,Neutral,Trust,Neutral,Neutral,Neutral,Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",4,Protestant,127,46,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
355,R_3HhQeukxFPKVRmQ,Missouri,,,,Soybeans,Corn,Rice,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,3,Trust,Trust,Trust,Neutral,Trust,Strongly Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Atheist/Agnostic,151,28,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
195,R_TcLB5qYjnYWz4K5,Mississippi,,Chickasaw,,Corn,"Corn
Rice",Rice,Strongly Disagree,Neutral,Disagree,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Not Concerned at all,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,9,Strongly Distrust,Distrust,Trust,Strongly Trust,Strongly Distrust,Strongly Distrust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",5,Jewish,57,156,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,Discount store (e.g. Dollar Store; Aldi)
449,R_TiP1dDB2ZiRXGdX,Tennessee,,,Shelby,cotton,cotton,rice,Agree,Agree,Strongly Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),none,Neutral,Using insect repellent when outdoors,,,,,,,6,Trust,Trust,Trust,Trust,Neutral,Neutral,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",6,Protestant,171,138,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)"
347,R_1kM3pX7a8HFGmAm,Arkansas,,,,"Soy, corn & catfish, rice","Cotton, rice",Rice,Agree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,5,Distrust,Neutral,Trust,Neutral,Strongly Distrust,Strongly Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",1,Protestant,98,30,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Bakery, deli, meal or fish market (gourmet or ethnic)"
427,R_R3Hj1QoFwQoOWnn,Tennessee,,,Hawkins,"Broccoli, cabbage, lettuce, spinach etc ","Cotton, soybeans, rice etc",Rice,Strongly Agree,Strongly Agree,Strongly Agree,,Blackberries,,,Pawpaws,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,Community Programs or Workshops,,Other (Please Specify),Survey magic ,Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,10,Strongly Trust,Trust,Strongly Trust,Strongly Trust,Neutral,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Catholic,67,50,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,Farmers market
271,R_1Cmz5YQ3lJRVwmm,Louisiana,East Baton Rouge,,,"corn
crawfish","crawfish
shirmps",rice,Neutral,Disagree,Disagree,,Blackberries,,,,,Persimmons,,Sassafras,,,Cattails,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),this survey,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Trust,Distrust,Strongly Trust,Strongly Trust,Distrust,Strongly Distrust,18 - 24,Male,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",4,Muslim,137,228,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
633,R_1polefTrnrGwQF2,Louisiana,Lafayette,,,Beetroot ,Grains,Rice,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,,Muscadine Grapes,Pawpaws,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Trust,Strongly Trust,Trust,Trust,Trust,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Protestant,101,100,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)","Bakery, deli, meal or fish market (gourmet or ethnic)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
160,R_2QYbqaLUDoObjDH,Louisiana,St Charles,,,strawberry,I don't know,rice,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),none,Not Concerned at all,,,,,,Other (Please Specify),none,10,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Distrust,Strongly Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,Jewish,50,20,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
433,R_bmyqnoqTVdTZHG1,Arkansas,,,,Rice,Idk,Rice,Strongly Agree,Strongly Agree,Strongly Disagree,Pecans,,,,,,,Mushrooms,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,4,Strongly Distrust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",4,Not religious,30,18,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
261,R_2WOJED2rumUKlul,Louisiana,Orleans,,,"Gumbo, red beans and rice ","Okra, catfish ",Rice,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),I haven’t ,Somewhat Concerned,,,,,,Other (Please Specify),None,6,Trust,Trust,Strongly Trust,Trust,Trust,Distrust,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$50,000 - $59,999",1,Not religious,58,47,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
560,R_22zgCmLQCV40HaR,Tennessee,,,Montgomery,"Peanuts, Blueberries ",Peanuts,Rice,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,,Community Programs or Workshops,,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,9,Distrust,Trust,Neutral,Trust,Distrust,Neutral,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",2,Catholic,160,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
252,R_yLcxCAumyvbwkN3,Missouri,,,,Chicken,Peanuts,Rice,Agree,Agree,Neutral,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Distrust,Trust,Trust,Neutral,Strongly Distrust,Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",3,Protestant,98,52,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
394,R_2zFNhgKu7LYWVhj,Tennessee,,,Benton,Cheese burger,Persimmon,Rice,Strongly Agree,Agree,Strongly Agree,Pecans,,Ramps,,,,Persimmons,Mushrooms,,,,Cattails,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,9,Trust,Strongly Trust,Trust,Neutral,Strongly Trust,Strongly Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",4,Catholic,71,114,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)"
303,R_33v5NOeuu1S6Df6,Arkansas,,,,Beans and coaco,Potato ,Rice,Agree,Strongly Agree,Agree,Pecans,Blackberries,Ramps,,Pawpaws,,Persimmons,Mushrooms,Sassafras,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,Community Programs or Workshops,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,10,Strongly Trust,Trust,Trust,Strongly Trust,Strongly Trust,Strongly Trust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",10,Muslim,246,245,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
204,R_1St9MjBrhMordZv,Louisiana,Caldwell,,,Potato,Raisin,Rice,Agree,Agree,Strongly Agree,,Blackberries,,,Pawpaws,,,Mushrooms,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,8,Trust,Trust,Trust,Strongly Trust,Neutral,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","More than $150,000",5,Catholic,39,25,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
214,R_2QnFkE2yXZO6znu,Louisiana,St Tammany,,,Rice,Rice,Rice,Agree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),,Not Concerned at all,,,,,,Other (Please Specify),,7,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",4,None of the above or other,131,250,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
176,R_2rjAaWJknOfOwjZ,Louisiana,Lafayette,,,Sugarcane,Rice,Rice,Disagree,Neutral,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,Social Media,,,,,Not Concerned at all,Using insect repellent when outdoors,,,,,,,5,Neutral,Trust,Strongly Trust,Trust,Distrust,Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Atheist/Agnostic,186,33,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
815,R_1OTEkgryVeYZdVn,Arkansas,,,,Rice,Rice,Rice,Agree,Agree,Agree,,Blackberries,,Muscadine Grapes,,,Persimmons,,Sassafras,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,10,Distrust,Neutral,Trust,Trust,Strongly Distrust,Neutral,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,None of the above or other,63,15,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
286,R_1LYyEz6BEJtYmMB,Arkansas,,,,Potatoes,Rice,Rice,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,Ramps,Muscadine Grapes,Pawpaws,Mayhaw,Persimmons,Mushrooms,Sassafras,,Wild Nuts,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,Community Programs or Workshops,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,2,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Catholic,149,151,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
