Duration (in seconds),Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
929,Missouri,,,,"Corn, soybeans ",Corn,Rice,Disagree,Neutral,Neutral,,,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Neutral,Using insect repellent when outdoors,,,,,,,3,Neutral,Trust,Neutral,Neutral,Neutral,Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",4,Protestant,127,46,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,3N5RMUUoiRsjRyNwDp555A,29,,929,anonymous,Value will be set from Panel or URL,on,White
586,Mississippi,,Simpson,,"Watermelon
Fried Chicken
Catfish no 
Cornbread ",Catfish ,No preference ,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survery ,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Trust,Trust,Neutral,Trust,Distrust,Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",,Protestant,38,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,32G6mFwBmdwzrvsCArvxQb,29,,586,anonymous,Value will be set from Panel or URL,on,White
275,Louisiana,Jefferson,,,Gumbo,"Gumbo, crawfish",King crab,Agree,Neutral,Disagree,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Trust,Trust,Neutral,Distrust,Distrust,45 - 54,Male,,,,,,,,,,Vietnamese,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",3,Buddhist,194,117,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4gYAlOt7MfuyFjXtu56TAk,29,,275,anonymous,Value will be set from Panel or URL,on,Asian or Pacific Islander
214,Tennessee,,,Williamson,skittles,oranges,potatoes ,Agree,Agree,Strongly Agree,Pecans,Blackberries,,,,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,6,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Distrust,Distrust,35 - 44,Male,,,American Indian or Alaska Native,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$40,000 - $49,999",3,Not religious,145,16,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,5uM0OguLnKHjXEronCBL4B,29,,214,anonymous,Value will be set from Panel or URL,on,
425,Missouri,,,,Corn and soybeans ,Don't know ,Not sure ,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it ,Somewhat Concerned,Using insect repellent when outdoors,,,,,,,0,Strongly Distrust,Trust,Distrust,Neutral,Strongly Distrust,Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",6,Protestant,140,93,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0FXW5UyMbEVI0ESy4YJ0xx,29,,425,anonymous,Value will be set from Panel or URL,on,White
526,Tennessee,,,Davidson,Strawberrys ,Beans,Vegetables,Disagree,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,,,,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Distrust,Trust,Neutral,Trust,Strongly Distrust,Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,Protestant,75,25,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,1HRQBBnyFq1h9cTOvxTnRt,29,,526,anonymous,Value will be set from Panel or URL,on,White
1491,Tennessee,,,White,Soy beans,Corn,"Peanuts, grapes",Agree,Agree,Agree,Pecans,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,,Other (Please Specify),Only here,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,8,Trust,Trust,Neutral,Neutral,Distrust,Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Protestant,108,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,3GP41CT9ygt0F13TwfWJaL,29,,1491,anonymous,Value will be set from Panel or URL,on,White
196,Arkansas,,,,Tomatoes onions cauliflower ,Rice,Not sure ,Agree,Neutral,Neutral,,,,,,,,Mushrooms,Sassafras,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","Less than $10,000",1,None of the above or other,76,77,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6NUqzQVHL6q0bdfNjgK5WC,29,,196,anonymous,Value will be set from Panel or URL,on,
220,Missouri,,,,Corn,Soybeans,Apples,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Concerned at all,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Strongly Trust,Trust,Neutral,Trust,Strongly Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,None of the above or other,126,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,204yVTkjQHWhOhw5ilBZ9M,29,,220,anonymous,Value will be set from Panel or URL,on,White
251,Mississippi,,DeSoto,,CORN,BEANS,WATERMELON,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,,,,,,,10,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,None of the above or other,101,6,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4cvpubsfbsK1ikOVefeGNp,29,,251,anonymous,Value will be set from Panel or URL,on,White
177,Arkansas,,,,Arkansas ,Ham,Chicken ,Agree,Agree,Agree,,Blackberries,Ramps,,Pawpaws,,Persimmons,,Sassafras,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,Social Media,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,6,Trust,Trust,Trust,Trust,Trust,Trust,45 - 54,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",6,Protestant,133,149,,,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6rvbBKHpRGkpyiexVuJB1f,29,,177,anonymous,Value will be set from Panel or URL,on,Black/AA
177,Mississippi,,Pike,,Mississippi ,Corn,Corn,Agree,Agree,Agree,,Blackberries,,,,,,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Nothing ,Neutral,,,Checking for ticks after spending time outdoors,,,,,9,Trust,Trust,Trust,Trust,Trust,Neutral,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,None of the above or other,107,68,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,7pmioiLpwUEC7aSPhzWqtH,29,,177,anonymous,Value will be set from Panel or URL,on,Black/AA
227,Tennessee,,,Scott,Corn,Corn,Corn,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Not Very Concerned,Using insect repellent when outdoors,,,,,,,1,Neutral,Trust,Trust,Trust,Strongly Distrust,Strongly Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Not religious,74,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0zmvcMvFSfFEk2ljpEQnBy,29,,227,anonymous,Value will be set from Panel or URL,on,White
332,Missouri,,,,"CORN, BEANS","BEETS,CORN","CORN,  GREEN BEANS",Disagree,Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),NOTHING,Not Very Concerned,,,,,,Other (Please Specify),NOTHING,8,Strongly Trust,Strongly Trust,Strongly Trust,Trust,Distrust,Strongly Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",1,Protestant,32,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4MQrcjVXbwacaDweSOGhKS,29,,332,anonymous,Value will be set from Panel or URL,on,White
224,Tennessee,,,Bradley,Whiskey,Oranges,Strawberries,Neutral,Neutral,Disagree,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Trust,Trust,Trust,Trust,Neutral,Distrust,25 - 34,Non-binary / transgender,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",1,None of the above or other,50,21,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,39hnVKWdxzchD17UFxemaz,29,,224,anonymous,Value will be set from Panel or URL,on,White
234,Arkansas,,,,Hog,Pork,Corn ,Neutral,Agree,Agree,Pecans,Blackberries,,,,,,,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,8,Trust,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Not religious,112,105,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,0FpgBjhRXXN5DymcsCC48r,29,,234,anonymous,Value will be set from Panel or URL,on,White
852,Tennessee,,,Davidson,None,"collard green,
tobacco ",All vegetates ,Strongly Disagree,Strongly Disagree,Strongly Disagree,Pecans,Blackberries,,Muscadine Grapes,,,Persimmons,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Trust,Strongly Trust,Strongly Trust,Trust,Neutral,Distrust,75 - 84,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",,Atheist/Agnostic,99,75,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6pTwZW5Lft63arKzeaRjp8,29,,852,anonymous,Value will be set from Panel or URL,on,Black/AA
605,Mississippi,,Lee,,Sweet potatoes ,Corn,Tomatoes ,Agree,Agree,Agree,Pecans,,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it till this survey ,Somewhat Concerned,Using insect repellent when outdoors,,,,,,,4,Neutral,Trust,Trust,Trust,Distrust,Neutral,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,Not religious,250,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6vEFwH72LU2U1mgMNrzUNo,29,,605,anonymous,Value will be set from Panel or URL,on,White
1948,Missouri,,,,Soy beans,Soy beans,Potatoes,Agree,Agree,Agree,,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,Cattails,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,1,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Trust,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",6,Protestant,102,27,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,58xp0WEi0rCDzEVFQ4i0tA,29,,1948,anonymous,Value will be set from Panel or URL,on,White
343,Tennessee,,,Carroll,Corn and Soybeans,Rice,Rice,Neutral,Neutral,Neutral,Pecans,,,Muscadine Grapes,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),NA,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,8,Trust,Trust,Trust,Trust,Neutral,Strongly Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",2,Protestant,150,75,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,5SZLqtz0DDnFZbRGfDPYLM,29,,343,anonymous,Value will be set from Panel or URL,on,White
331,Mississippi,,Lauderdale,,Corn,Corn,Beans,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Not Concerned at all,Using insect repellent when outdoors,,,,,,,1,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Protestant,121,123,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,2QMJkvaq92T7Cqra5ymS9P,29,,331,anonymous,Value will be set from Panel or URL,on,White
437,Mississippi,,Winston,,Corn,Corn and soy beans ,A variety of vegetables that would give sustainability to the area.,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,4,Distrust,Trust,Trust,Trust,Distrust,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",5,None of the above or other,175,31,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,6W0UQ308Fe0vkpOB3VWsh6,29,,437,anonymous,Value will be set from Panel or URL,on,White
352,Missouri,,,,idk,idk,idk,Neutral,Neutral,Agree,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,,,,,,Other (Please Specify),,Neutral,,,,,,Other (Please Specify),,5,Strongly Trust,Neutral,Neutral,Neutral,Neutral,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",1,None of the above or other,100,36,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,052E3OczTx1UdNKJ4xqvyy,29,,352,anonymous,Value will be set from Panel or URL,on,White
