duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
216,R_6LDEpA7Y3fgcqaJ,Pennsylvania,4,1,2,0.5,0.25,Strongly agree,5,5,5,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Vast,,,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",120,Supermarket
423,R_6e0Y7a1rcbS9ufL,Wisconsin,5.5,2,2.25,1.1,0.35,Somewhat agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,fertile land,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",114,Supermarket
353,R_77dT6PFSCnbEqAg,Florida,4,1,2,0.5,0.25,Strongly disagree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,part of Mississiooi,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",122,Supermarket
426,R_5ncuMNcns1pWf4K,California,4.25,1.25,2.25,1,0.25,Strongly agree,5,5,3,3,5,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Good quality ,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",60,Supermarket
201,R_6WAVzqQqvWPTvW1,Connecticut,4.25,1.5,1.5,0.7,0.2,Strongly agree,4,2,3,3,4,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Nice,,Arkansas,,,,,,,,,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",57,Supermarket
980,R_6MIQloudxpzTIrL,North Carolina,4.25,1.25,1.75,0.7,0.2,Somewhat agree,5,4,2,4,4,They are about the same.,Locally grown is superior.,Locally grown is inferior,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Not sure,,,,,,,,,,Mississippi,,,,,,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",119,Supermarket
152,R_6Jhf8Uqjj9nl3AV,Maryland,5,1.75,2.25,1.1,0.35,Somewhat agree,4,4,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Southern country,Alabama,Arkansas,,,,,,,,Mississippi,,,Oklahoma,,,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",57,Specialty Food Store
254,R_7jVcO1BTz6XtnWb,Wisconsin,3.25,1.5,2.25,1,0.35,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,I don't know.,The area where the Mississippi meets the ocean,Alabama,,,,,,,Louisiana,,Mississippi,Missouri,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Supermarket
352,R_1ERzULO0cmgrq2c,Florida,2.75,0.75,1.25,1.5,0.15,Strongly agree,5,3,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,educative and informative,Alabama,,,,Iowa,,,,,Mississippi,,,,,,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",200,Farmers Market
249,R_5CdnAfOa7Yrnouh,Texas,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,4,2,3,5,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is superior.,A good place for growing produce,Alabama,,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",123,Supermarket
250,R_7Pf6iduuyvGzMiZ,Idaho,2.75,0.5,2.5,0.8,0.35,Strongly agree,4,4,5,4,3,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Large delta of us,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",116,Supermarket
616,R_5Cxu8QF0TbVZF9Y,Iowa,4,1,1.5,0.5,0.15,Strongly agree,3,2,2,2,3,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,I don't know.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,fertile,,Arkansas,,,,,Kentucky,Louisiana,,Mississippi,,,,Tennessee,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",74,Direct from a Producer
987,R_74PfdZNdFP4o8ed,New Jersey,2.25,0,1.75,0.8,0.35,Strongly agree,4,5,4,5,5,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,It is a damp region,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",98,Supermarket
425,R_12o5bXnqbimZFoK,Hawaii,2.75,1.25,2,0.7,0.25,Strongly agree,4,3,4,4,4,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,I do not know,,Arkansas,,,,,,,,Mississippi,,,,,,35 - 44,Female,,,,,,,,Japanese,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",30,Farmers Market
166,R_32PW02A3eWxmosV,New Jersey,3,0.75,1.25,0.7,0.2,Strongly agree,4,4,3,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,No clue,,Arkansas,,,,,,,,Mississippi,,,,Tennessee,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",93,Supermarket
198,R_1Iurkr2IJQ1l1m1,Texas,3,1.25,2.5,1,0.35,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,A warm wet region near the Mississippi River,,,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Health/Natural Food Store
178,R_5CW2pHWi8C5gchY,Texas,4.5,1.5,2.25,0.9,0.35,Strongly agree,5,3,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Honest integrity ,,Arkansas,,,,,,,,Mississippi,,,Oklahoma,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket
220,R_3R3q3ZXtSCBwpVz,Wisconsin,4.5,1,2,0.8,0.3,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Historically backward,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",120,Supermarket
205,R_5zbTGdfnniXV54P,California,5,1.75,2,1,0.35,Strongly agree,5,3,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know., hot in summer,Alabama,Arkansas,,,,,Kentucky,Louisiana,,Mississippi,Missouri,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",184,Supermarket
281,R_6CJsKwztyCX02hh,New Hampshire,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,5,3,3,4,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,don't know,Alabama,,,,,,,,,Mississippi,Missouri,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",75,Supermarket
326,R_3EcJ9J9O9IVIi8V,North Carolina,3.75,1.25,2.25,1,0.3,Somewhat agree,4,4,4,4,4,They are about the same.,Locally grown is inferior,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is inferior,They are about the same.,They are about the same.,Locally grown is inferior,Don't know,Alabama,Arkansas,Illinois,,,Kansas,,,,Mississippi,Missouri,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",42,Supermarket
394,R_55WYfCcisO89PA5,Florida,2.25,1.25,1.75,0.7,0.3,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,do not know,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",83,Supermarket
268,R_6ttevnvQcAnMWq7,Arizona,3.75,0.75,2.5,0.5,0.4,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Good farming country,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",178,Supermarket
289,R_5aVarfpWS61OW5Q,Washington,2.25,0,0,0,0,Strongly agree,5,5,4,4,4,I don't know.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,They are about the same.,I don't know.,It's down south,,,,,,,,,,Mississippi,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",150,Supermarket
195,R_1GPt5P7uZ1zElcJ,Texas,4,0,2,0.8,0.3,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Fertile,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",118,Supermarket
351,R_53m5rsH3H1F6pHY,Kentucky,3.75,1.25,1.75,0.7,0.25,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Excellent growing potential ,Alabama,,,,,,Kentucky,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",134,Supermarket
285,R_7V2SN35VtdizgmN,North Carolina,2.25,0,0,0,0,Strongly agree,4,4,3,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,dirt poor,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",66,Supermarket
429,R_3GvqdX3VJXbNqbp,New Jersey,3.5,1.75,2.5,0.8,0.15,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,I don't know.,Locally grown is superior.,Hot and humid and prone to bad weather with flat terrain ,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket
696,R_35IuewqbfbbFtQJ,Connecticut,4.25,1.75,2.25,0.9,0.35,Strongly agree,4,5,5,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior., rich earth,Alabama,Arkansas,Illinois,,,,,Louisiana,,Mississippi,Missouri,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",115,Supermarket
173,R_18PUShXDVSidG8N,Wisconsin,3,0.75,1.25,0.4,0.15,Somewhat agree,5,5,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Very beautiful and great for growing crops ,,,Illinois,,Iowa,Kansas,,,Minnesota,Mississippi,Missouri,Ohio,,,Wisconsin,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",89,Supermarket
275,R_7IQ0eD4hyAArgNN,Pennsylvania,4.25,1.5,2,0.9,0.4,Strongly agree,4,5,2,2,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Nature,,,,,,,Kentucky,,,Mississippi,,,,Tennessee,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Farmers Market
257,R_6UAFmwgWxfecGRz,South Carolina,2.25,1.25,0,0.7,0.3,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I'm not sure where this is actually,,,,,,,,,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",72,Farmers Market
